CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15704586,758,France,Female,42,7,0,2,0,1,76209.56,0
15674526,725,France,Male,66,4,86459.8,1,1,1,141476.56,0
15727281,653,France,Female,27,9,0,2,1,0,96429.29,0
15730540,794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0
15646276,831,France,Female,32,2,146033.62,1,1,0,191260.74,0
15582180,561,France,Male,29,9,120268.13,1,1,1,173870.39,0
15697095,705,Spain,Male,46,7,0,2,1,0,117273.35,0
15775546,517,Spain,Female,29,5,0,2,1,0,103402.88,0
15670481,684,France,Female,27,9,122550.05,2,0,1,137835.82,0
15619029,620,Spain,Female,43,2,0,2,1,0,20670.1,0
15613282,757,France,Male,29,8,130306.49,1,1,0,77469.38,0
15721487,739,France,Female,27,6,0,1,1,1,57572.38,0
15629617,572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0
15600821,721,France,Male,69,2,108424.19,1,1,1,178418.35,0
15579062,707,France,Male,32,9,0,2,0,0,30807.02,0
15814268,444,France,Female,40,5,84350.07,1,1,0,143835.76,0
15693904,685,Germany,Female,30,4,84958.6,2,0,1,194343.72,0
15588986,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0
15797733,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0
15620507,485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0
15685150,799,Germany,Male,28,7,167658.33,2,1,1,111138.25,0
15667651,585,Spain,Female,33,8,0,2,1,0,114182.07,0
15774166,607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0
15649280,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0
15705657,535,France,Female,44,2,114427.86,1,1,1,136330.26,0
15753969,724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0
15742378,520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0
15794874,696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0
15589221,657,Germany,Male,30,1,139762.13,2,1,1,23317.88,0
15583668,726,France,Female,42,2,109471.79,1,0,1,175161.05,0
15710206,591,France,Female,39,4,150500.64,1,1,0,14928.8,0
15794560,550,France,Male,57,5,0,1,1,1,133501.94,0
15626485,601,France,Female,26,8,78892.23,1,1,1,23703.52,0
15703143,820,France,Female,29,3,82344.84,1,0,1,115985.38,0
15809772,667,France,Male,48,2,0,1,1,0,43229.2,0
15687959,573,Spain,Female,44,4,0,1,1,1,94862.93,0
15585282,755,France,Male,62,1,127706.33,2,0,1,142377.69,0
15714993,552,France,Female,41,9,124349.34,1,1,0,135635.25,0
15596021,598,Spain,Male,44,8,0,2,1,0,148487.9,0
15646615,576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0
15742632,670,France,Female,31,9,0,1,0,1,76254.83,0
15806967,778,France,Female,65,7,0,1,1,1,77867.23,0
15688713,627,Spain,Male,44,6,0,1,1,1,114469.55,0
15796179,683,France,Male,43,8,0,1,1,0,96754.8,0
15703019,583,France,Female,38,10,0,2,0,1,113597.64,0
15646302,705,France,Female,24,7,100169.51,1,1,0,121408.55,0
15680855,637,France,Male,33,2,145731.83,1,0,1,109219.43,0
15726556,594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0
15684198,551,France,Female,38,10,0,2,1,1,216.27,0
15714227,672,France,Female,53,7,0,1,1,1,136910.18,0
15784280,686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0
15789546,639,Spain,Male,28,8,0,2,1,0,126561.07,0
15590320,850,France,Male,66,4,0,2,0,1,64350.8,0
15678385,465,France,Male,25,2,78247.31,2,1,1,10472.31,0
15657085,578,France,Male,23,10,88980.32,1,1,1,125222.36,0
15640627,611,Spain,Male,34,4,0,2,1,0,170950.58,0
15669293,517,France,Male,37,5,113308.84,1,0,1,31517.16,0
15595067,637,Spain,Female,40,6,0,2,1,1,181610.6,0
15753566,806,France,Female,32,3,63763.49,1,1,0,156593.09,0
15650391,633,France,Female,29,7,169988.35,1,1,0,4272,0
15681843,624,Germany,Female,35,0,180303.24,2,1,0,163587.9,0
15762332,568,Germany,Female,31,1,61592.14,2,1,1,61796.64,0
15700223,806,France,Male,48,4,164701.68,1,1,1,21439.49,0
15729956,726,Spain,Female,26,1,80780.16,1,1,1,19225.85,0
15594862,552,France,Male,36,8,0,2,0,0,132547.02,0
15598782,755,Germany,Female,30,6,154221.37,2,0,1,62688.55,0
15745080,634,France,Male,26,8,0,1,1,0,21760.96,0
15703399,756,France,Female,26,5,101641.14,2,0,1,154460.68,0
15732175,776,France,Male,37,2,0,1,0,1,8065,0
15640260,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0
15716822,646,France,Male,30,5,98014.74,1,1,1,12757.14,0
15583748,592,Spain,Male,38,8,0,2,1,0,180426.2,0
15605968,574,France,Male,26,8,97460.1,1,1,1,43093.67,0
15790683,850,France,Male,36,1,104077.19,2,0,1,68594,0
15607713,850,Spain,Female,29,1,0,2,1,1,197996.65,0
15626710,642,France,Female,39,4,0,1,1,1,76821.24,0
15617705,609,France,Female,39,8,141675.23,1,0,1,175664.25,0
15761976,797,Spain,Female,31,8,0,2,1,0,117916.63,0
15686963,680,Spain,Female,30,3,0,1,1,0,160131.58,0
15808189,449,France,Male,52,6,0,2,0,1,123622,0
15580845,685,Germany,Male,57,7,101868.51,1,0,1,113483.96,0
15799156,569,Spain,Male,38,8,0,2,0,0,79618.79,0
15694296,631,France,Male,35,9,112392.45,2,1,0,24472.23,0
15677049,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,0
15583595,461,France,Female,28,8,0,1,1,1,103349.74,0
15801548,661,France,Female,31,7,144162.3,2,1,1,14490.79,0
15660833,796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0
15791302,741,France,Male,32,8,0,2,1,0,143598.7,0
15599956,747,France,Male,27,10,0,2,0,0,13007.89,0
15577274,549,Germany,Female,43,3,134985.66,1,1,0,6101.41,0
15701200,576,France,Male,36,6,0,2,1,1,48314,0
15638149,528,France,Male,37,6,103772.45,1,1,0,197111.99,0
15786199,535,France,Male,33,2,133040.32,1,1,1,110299.78,0
15701765,575,Spain,Female,37,0,0,2,0,0,30114.32,0
15586974,656,France,Male,39,10,0,2,1,1,98894.64,0
15729040,440,France,Male,42,2,0,2,1,0,49826.68,0
15788676,539,Spain,Male,38,8,71460.67,2,1,1,10074.05,0
15602497,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0
15701333,646,France,Female,37,7,96558.66,1,0,0,163427.18,0
15812071,744,France,Male,54,6,93806.31,2,0,1,140068.77,0
15634375,710,Spain,Female,36,8,0,2,0,0,83206.19,0
15591130,507,Spain,Female,29,6,0,2,0,1,94780.9,0
15720662,787,France,Female,35,1,106266.8,1,1,1,16607.15,0
15751531,598,Spain,Male,41,8,0,2,1,1,161954.43,0
15653595,796,France,Male,51,6,0,2,0,1,194733.28,0
15568360,569,Spain,Female,41,4,139840.36,1,1,1,163524.7,0
15781210,711,France,Male,34,8,0,2,0,0,48260.19,0
15668058,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0
15597131,415,France,Male,32,5,145807.59,1,1,1,3064.65,0
15697283,578,Spain,Male,23,8,0,2,1,0,112124.98,0
15640953,611,France,Female,26,2,107508.93,2,1,1,120801.65,0
15715031,600,France,Female,28,6,0,2,0,1,52193.23,0
15589660,661,Germany,Female,32,1,145980.23,1,0,1,56636.28,0
15769818,850,France,Female,37,3,212778.2,1,0,1,69372.88,0
15614818,764,Spain,Female,33,9,168964.77,1,0,1,118982.51,0
15794014,838,France,Female,34,8,0,2,1,0,27472.07,0
15732448,821,France,Female,28,8,0,1,1,1,36754.13,0
15723411,607,Spain,Female,36,4,98266.3,1,1,1,46416.36,0
15797686,558,France,Male,38,8,113000.92,1,1,1,152872.39,0
15605950,530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0
15812497,654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0
15690678,530,France,Female,33,4,129307.32,1,1,1,172930.28,0
15747677,656,Spain,Male,69,6,163975.09,1,1,1,36108.5,0
15618926,520,Spain,Male,43,7,0,2,1,1,36202.74,0
15673908,602,Germany,Female,42,6,158414.85,1,1,1,131886.46,0
15727944,701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0
15807294,653,Spain,Female,30,2,88243.29,2,1,1,96658.26,0
15618581,668,Spain,Male,25,8,0,2,1,1,135112.09,0
15599552,639,Spain,Female,54,2,0,2,1,1,53843.71,0
15749177,730,Spain,Female,52,7,0,2,0,1,122398.84,0
15718779,780,France,Male,34,1,0,1,1,1,64804.04,0
15568106,592,France,Female,38,8,119278.01,2,0,1,19370.73,0
15779481,628,France,Male,34,4,158741.43,2,1,1,126192.54,0
15772777,850,Spain,Female,29,10,0,2,1,1,94815.04,0
15618018,571,France,Female,35,1,104783.81,2,0,1,178512.52,0
15671032,760,Germany,Male,42,0,77992.97,2,1,1,97906.38,0
15634281,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0
15766374,632,Germany,Male,42,4,119624.6,2,1,1,195978.86,0
15777576,559,Spain,Female,40,5,139129.44,1,0,1,32635.54,0
15742613,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0
15649523,581,France,Male,38,1,0,2,1,0,46176.22,0
15651063,524,Germany,Female,37,9,127480.58,2,1,0,179634.69,0
15618314,676,France,Male,40,8,114005.78,1,1,1,67998.45,0
15615012,594,France,Male,23,5,156267.59,1,1,0,160968.44,0
15623560,668,France,Female,35,6,102482.76,1,1,1,53994.64,0
15693018,678,Germany,Male,23,10,115563.71,1,1,1,91633.53,0
15636756,545,France,Male,23,2,0,2,1,0,189613.12,0
15647474,613,France,Female,40,9,95624.36,2,1,1,60706.33,0
15576714,687,Spain,Female,21,8,0,2,1,1,154767.34,0
15585047,715,France,Male,28,7,160376.61,1,0,0,196853.11,0
15743976,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0
15793881,721,France,Female,35,6,118273.83,1,0,1,3086.89,0
15576517,445,Germany,Female,34,7,131082.17,2,1,1,70618,0
15631072,690,France,Male,38,1,94456,2,0,1,55034.02,0
15631460,671,Spain,Female,42,3,0,2,1,1,128449.33,0
15692002,538,France,Male,33,6,93791.38,1,1,1,199249.29,0
15595282,735,France,Female,33,4,0,2,1,0,149474.69,0
15789548,592,France,Female,37,7,0,2,1,1,126726.33,0
15758035,747,France,Male,61,7,155973.13,1,0,1,147554.26,0
15617518,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0
15651802,632,Spain,Female,39,5,97854.37,2,1,0,93536.38,0
15631813,621,France,Male,39,6,0,2,1,1,58883.91,0
15729668,521,Spain,Male,29,3,60280.62,1,1,0,154271.41,0
15741728,591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0
15576676,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0
15711378,677,France,Male,38,4,0,2,1,0,187800.63,0
15765520,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0
15656726,771,France,Male,32,5,62321.62,1,1,1,40920.59,0
15719309,670,France,Female,42,1,115961.58,2,0,1,29483.87,0
15748718,517,France,Male,28,2,115062.61,1,1,0,179056.23,0
15594404,834,France,Female,49,8,160602.25,2,1,0,129273.94,0
15593470,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0
15695129,718,France,Female,31,1,152663.77,1,0,1,17128.64,0
15640865,636,Germany,Female,31,9,80844.69,2,1,1,74641.9,0
15714080,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0
15648721,711,France,Male,64,4,0,2,1,1,3185.67,0
15801466,574,France,Female,39,2,122524.61,2,1,0,88463.63,0
15750248,619,France,Female,35,8,132292.63,1,1,0,65682.93,0
15758726,588,France,Female,24,0,0,2,1,1,140586.08,0
15674811,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0
15646037,641,France,Male,77,9,0,3,1,1,81514.06,0
15722578,685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0
15665695,594,France,Female,49,4,0,2,1,1,23631.55,0
15801062,557,Spain,Female,40,4,0,2,0,1,105433.53,0
15662955,697,France,Male,27,8,141223.68,2,1,0,90591.15,0
15770309,656,France,Male,18,10,151762.74,1,0,1,127014.32,0
15657386,712,Germany,Male,43,1,141749.74,2,0,1,90905.26,0
15783955,697,France,Female,25,4,165686.11,2,1,0,15467.98,0
15804516,589,France,Male,38,2,0,1,1,0,79915.28,0
15681758,525,Spain,Female,25,10,0,2,1,0,69361.95,0
15630321,680,France,Male,44,3,0,2,1,0,86935.08,0
15591932,680,France,Male,32,5,92961.61,1,1,0,116957.6,0
15810347,662,Spain,Female,30,9,0,2,0,1,157884.83,0
15745827,617,France,Male,30,3,132005.77,1,1,0,142940.39,0
15755868,562,France,Male,35,7,0,1,0,0,48869.67,0
15735222,705,Spain,Female,23,5,0,2,1,1,73131.73,0
15604804,516,France,Female,33,7,127305.5,1,1,1,120037.36,0
15718944,573,France,Female,37,6,0,2,1,0,193995.37,0
15678626,538,Spain,Female,31,0,0,2,0,0,179453.66,0
15571550,699,France,Male,39,9,0,1,1,0,80963.92,0
15723053,504,Germany,Male,32,8,170291.22,2,0,1,15658.99,0
15661528,583,Spain,Male,47,5,102562.23,1,1,0,92708.1,0
15754177,712,Spain,Male,53,2,111061.01,2,0,0,26542.17,0
15683544,626,Spain,Male,62,3,0,1,1,1,65010.74,0
15708048,631,France,Female,34,4,124379.14,1,1,0,106892.91,0
15701109,663,France,Female,37,7,0,1,1,1,185210.63,0
15600110,506,Germany,Female,41,3,57745.76,1,1,0,4035.46,0
15777904,703,France,Female,45,7,0,2,1,1,68831.72,0
15655574,698,Germany,Female,40,8,150777.1,1,1,0,114732.62,0
15569423,731,Spain,Male,41,4,0,2,1,0,22299.27,0
15718106,625,France,Male,34,6,0,2,0,0,197283.2,0
15675501,616,France,Male,59,5,153861.1,1,1,1,17699.48,0
15667134,446,France,Male,32,8,0,2,0,0,133292.94,0
15659105,669,France,Female,47,9,61196.54,1,1,0,58170.24,0
15575409,581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0
15654851,748,France,Male,44,2,92911.52,1,0,1,85495.24,0
15741429,680,Spain,Female,31,9,119825.75,2,1,1,101139.3,0
15682356,655,France,Female,37,7,111852.84,2,1,0,10511.13,0
15806447,690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0
15800229,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0
15791991,773,France,Male,52,4,0,1,0,1,144113.42,0
15775082,749,France,Male,42,1,129776.72,2,0,1,143538.51,0
15718247,606,Spain,Female,46,8,0,2,1,1,183717.94,0
15755722,554,France,Male,24,10,0,1,0,0,92180.62,0
15582259,567,France,Female,37,7,0,2,1,1,28690.9,0
15586880,594,Germany,Male,41,2,122545.65,2,1,1,42050.24,0
15713854,513,France,Female,37,6,0,2,1,0,110142.34,0
15780835,652,Germany,Female,26,1,131908.35,1,1,1,179269.79,0
15658459,784,Spain,Male,33,10,0,2,1,0,162022.47,0
15801767,784,Spain,Female,40,8,0,2,1,0,108891.3,0
15569178,570,France,Female,18,4,82767.42,1,1,0,71811.9,0
15731478,712,France,Female,42,1,87842.98,1,0,0,92223.59,0
15811236,705,Spain,Male,39,6,133261.13,1,1,1,78065.9,0
15746749,681,Spain,Female,32,3,0,2,1,1,59679.9,0
15662758,620,France,Male,41,0,97925.11,1,1,0,85000.32,0
15709387,711,France,Male,52,5,0,1,1,1,159808.95,0
15572093,613,France,Female,24,7,140453.91,1,1,0,129001.3,0
15570205,682,Spain,Male,36,5,0,2,1,1,147758.51,0
15589348,850,Spain,Male,37,4,137204.77,1,1,1,28865.59,0
15804610,601,France,Female,41,1,0,2,0,1,160607.06,0
15758836,675,Spain,Male,36,3,54098.18,2,0,1,54478.52,0
15772933,591,Spain,Male,31,8,0,1,1,1,141677.33,0
15809006,602,France,Male,23,7,113758.48,2,0,0,84077.6,0
15689612,554,Spain,Female,34,8,0,1,0,1,106981.03,0
15744614,541,France,Male,37,9,118636.92,1,1,1,73551.44,0
15704250,506,France,Male,34,7,0,2,0,0,115842.1,0
15700255,814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0
15669410,683,France,Male,30,8,110829.52,2,0,0,24938.84,0
15807595,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0
15664523,696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0
15642833,608,France,Female,30,8,0,2,1,0,128875.86,0
15713644,686,Spain,Male,22,5,0,2,1,0,158974.45,0
15750466,790,Germany,Male,42,1,85839.62,1,1,0,198182.73,0
15739054,654,France,Female,29,4,96974.97,1,0,1,141404.07,0
15612771,452,France,Male,35,4,148172.44,1,1,1,4175.68,0
15788483,719,Spain,Male,38,0,0,1,1,0,126876.47,0
15732832,707,France,Female,40,5,0,2,1,0,41052.82,0
15772892,699,France,Female,49,2,0,1,0,0,105760.01,0
15713843,850,Spain,Male,30,2,0,2,0,1,27937.12,0
15567993,828,Spain,Male,28,8,134766.85,1,1,0,79355.87,0
15617603,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0
15744983,712,Spain,Male,47,1,139887.01,1,1,1,95719.73,0
15630419,634,France,Male,44,9,149961.11,1,1,0,57121.51,0
15738828,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0
15778025,685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0
15799479,809,Spain,Male,33,9,0,1,1,1,124045.65,0
15762745,648,Spain,Male,32,8,0,1,1,0,133653.38,0
15746970,760,Spain,Female,57,1,0,2,1,1,25101.17,0
15725024,805,Germany,Female,33,3,105663.56,2,0,1,33330.89,0
15592116,585,France,Female,39,7,0,2,1,0,2401.26,0
15624391,595,Spain,Female,30,5,100683.54,1,1,1,178361.04,0
15567422,630,France,Male,42,6,0,2,1,0,162697.93,0
15612627,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0
15574879,631,Germany,Female,37,2,121801.72,2,0,1,23146.62,0
15745107,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0
15734491,676,Spain,Female,36,4,0,2,1,1,3173.31,0
15675320,758,Spain,Female,40,5,93499.82,2,0,0,123218.81,0
15643824,637,France,Male,33,0,132255.99,2,0,1,74588.41,0
15643438,850,France,Male,20,7,0,2,1,0,31288.77,0
15721730,601,Spain,Female,44,4,0,2,1,0,58561.31,0
15680727,735,France,Male,49,5,121973.28,1,1,0,148804.36,0
15752508,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0
15808846,672,Germany,Female,21,3,165878.76,2,1,1,164537.17,0
15727251,642,France,Male,30,8,117494.27,1,0,0,61977.82,0
15663489,633,Germany,Female,29,0,138577.34,1,1,0,193362.99,0
15683677,769,Spain,Male,39,9,0,1,1,1,47722.79,0
15596414,796,Spain,Male,41,8,107525.07,1,1,0,18510.41,0
15730639,715,France,Male,23,7,139224.92,2,1,0,65057.71,0
15672132,695,France,Female,42,7,121453.63,1,0,0,46374.64,0
15742638,747,France,Female,25,4,0,2,0,1,42039.67,0
15726088,476,France,Male,40,6,0,1,1,1,22735.45,0
15682533,850,France,Female,39,7,79259.99,1,0,1,186910.74,0
15772995,529,France,Male,30,2,116295.29,1,1,0,75285.47,0
15659486,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
15569410,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0
15632256,541,France,Male,29,7,127504.57,1,0,0,86173.92,0
15724466,744,Germany,Female,41,2,84113.41,1,1,0,197548.63,0
15777639,595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0
15802501,724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0
15670702,618,France,Male,37,2,168178.21,2,0,1,101273.23,0
15645544,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0
15757646,584,France,Male,35,9,0,2,1,0,192381.21,0
15815660,758,France,Female,34,1,154139.45,1,1,1,60728.89,0
15602844,717,France,Male,38,7,97459.06,1,0,0,189175.71,0
15636238,611,France,Male,40,1,0,2,1,1,102547.56,0
15770101,766,Germany,Male,43,6,112088.04,2,1,1,36706.56,0
15645543,636,France,Female,34,3,0,2,1,1,44756.25,0
15596397,814,France,Female,48,7,0,2,1,1,132870.15,0
15770525,760,Spain,Male,28,1,141038.57,2,0,0,16287.38,0
15684267,607,Germany,Male,39,2,84468.67,2,1,1,121945.42,0
15633260,600,France,Male,37,1,142663.46,1,0,1,88669.89,0
15756471,656,Germany,Male,27,4,118627.16,2,1,1,160835.3,0
15721303,640,Spain,Male,34,1,137523.02,1,0,0,24761.36,0
15802256,439,France,Male,28,7,110976.23,2,1,0,138526.96,0
15725664,549,France,Female,38,8,107283.4,1,0,0,157442.75,0
15674851,622,France,Male,38,5,0,2,0,0,105295.77,0
15701946,715,France,Male,34,4,124314.45,1,0,0,97782.92,0
15748947,657,France,Female,41,5,95858.37,1,1,1,68255.88,0
15673342,703,France,Male,36,2,0,2,1,0,108790.95,0
15601008,802,France,Male,33,8,0,2,1,0,143706.18,0
15771636,793,Spain,Female,36,0,0,1,0,0,148993.47,0
15693381,533,Spain,Male,38,1,135289.33,2,0,1,152956.33,0
15607691,658,France,Male,36,8,174060.46,1,1,1,94925.62,0
15589380,713,Germany,Male,40,3,114446.84,2,1,1,87308.18,0
15725355,439,France,Female,43,8,0,1,0,1,104889.3,0
15773017,763,Spain,Female,37,6,0,2,1,1,149705.25,0
15625641,697,Germany,Female,74,3,108071.36,2,1,1,16445.79,0
15776467,702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0
15746451,686,Spain,Male,41,7,102749.72,1,0,1,194913.86,0
15777922,629,Spain,Male,36,1,161757.87,2,1,1,146371.72,0
15606841,823,France,Male,38,1,0,2,1,0,156603.7,0
15757648,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0
15677173,555,France,Male,37,9,124969.13,1,1,0,60194.05,0
15612776,850,Spain,Female,39,10,0,2,1,1,143030.09,0
15794122,713,France,Female,59,3,0,2,1,1,62700.08,0
15774931,452,France,Male,30,7,112935.87,1,1,1,99017.34,0
15779247,683,Spain,Female,24,8,98567.1,1,1,0,187987.01,0
15707078,577,France,Female,26,1,180530.51,1,0,0,123454.62,0
15605263,552,France,Male,33,5,140931.57,1,0,1,10921.5,0
15607381,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0
15683471,691,France,Male,38,7,0,2,0,0,81617.4,0
15576085,739,France,Male,41,5,0,2,0,0,143882.25,0
15770435,639,France,Female,50,6,115335.32,2,1,1,53130.41,0
15592994,651,France,Female,65,0,0,2,1,1,190454.04,0
15624068,779,France,Female,26,0,0,2,0,1,111906,0
15595221,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0
15637131,829,France,Male,38,9,0,2,1,0,30529.88,0
15613471,579,Germany,Male,31,2,90547.48,2,1,1,18800.13,0
15583499,510,France,Male,32,9,103324.78,1,1,1,46127.7,0
15752816,531,France,Male,29,3,114590.58,1,0,0,75585.48,0
15804075,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
15800517,633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0
15712319,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0
15797389,604,Spain,Male,23,9,124577.33,1,1,1,7267.25,0
15621432,630,Spain,Male,35,1,0,2,0,0,186826.22,0
15779390,850,Spain,Female,31,4,91292.7,1,1,1,162149.07,0
15770498,798,France,Female,37,4,111723.08,1,1,1,83478.12,0
15573893,569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0
15792649,547,Spain,Female,31,9,0,2,0,0,99294.22,0
15572467,506,France,Male,37,5,0,2,1,1,127543.81,0
15738219,632,France,Female,36,7,0,2,1,1,52526.65,0
15600710,620,France,Male,22,0,0,1,1,0,32589.45,0
15694188,700,Spain,Female,46,5,56580.95,2,0,1,45424.13,0
15583718,696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0
15802478,767,Spain,Male,31,6,0,2,1,1,195668,0
15761374,706,France,Male,54,9,117444.51,1,1,1,186238.85,0
15569209,464,Spain,Female,34,5,76001.57,1,1,1,158668.87,0
15788539,501,France,Female,34,3,107747.57,1,1,0,9249.36,0
15747222,745,Spain,Female,35,8,0,2,1,1,116581.1,0
15769346,587,France,Female,36,1,134997.49,2,1,0,44688.08,0
15699634,667,France,Female,48,2,0,2,1,1,148608.39,0
15812338,485,Spain,Female,30,7,0,1,1,0,107067.37,0
15685844,518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0
15583090,581,Spain,Female,29,8,0,2,1,0,46735.19,0
15587581,785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0
15633640,799,France,Female,52,4,161209.66,1,1,1,89081.41,0
15573741,698,Spain,Male,38,10,95010.92,1,1,1,105227.86,0
15633574,730,France,Female,41,4,167545.32,1,1,0,128246.81,0
15709338,544,France,Female,29,1,118560.55,1,1,1,164137.36,0
15780746,705,France,Male,61,4,0,2,1,1,191313.7,0
15681956,684,France,Male,34,9,0,2,1,1,65257.57,0
15778190,639,Spain,Female,28,8,97840.72,1,1,1,178222.77,0
15786852,565,Germany,Female,38,2,158651.29,2,1,1,179445.28,0
15641183,731,Spain,Male,25,8,96950.21,1,1,0,97877.92,0
15805312,607,France,Male,45,7,123859.6,1,0,1,113051.57,0
15636572,760,France,Female,32,7,0,2,1,1,105969.05,0
15632575,559,France,Female,70,9,0,1,1,1,122996.76,0
15740164,715,France,Female,33,3,85227.84,1,1,1,68087.15,0
15574947,656,France,Male,36,8,97786.08,2,0,1,21478.36,0
15597909,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0
15782574,624,Spain,Male,33,6,0,2,0,0,76551.7,0
15734999,634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0
15706593,850,Spain,Female,50,10,0,2,1,1,33741.84,0
15766686,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0
15590268,529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0
15763055,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0
15641043,648,Spain,Male,35,7,0,2,1,1,78436.36,0
15768095,579,France,Male,31,9,0,1,0,1,139048,0
15811314,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0
15669922,530,Spain,Female,36,2,0,2,1,1,14721.8,0
15707114,831,France,Male,30,2,0,2,0,1,3430.38,0
15670602,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0
15713479,656,France,Male,35,6,0,2,1,0,1485.27,0
15663830,563,Spain,Male,32,6,0,2,1,1,19720.08,0
15566958,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0
15680918,613,Spain,Male,34,8,117300.02,1,1,0,139410.08,0
15663921,429,France,Male,60,7,0,2,1,1,163691.48,0
15716324,665,France,Female,23,9,143672.9,1,1,1,115147.33,0
15796969,731,France,Male,33,4,0,2,1,1,74945.11,0
15574783,584,France,Female,37,1,0,2,1,1,180363.56,0
15773487,634,Germany,Female,31,8,76798.92,1,0,0,196021.73,0
15802486,488,France,Male,34,3,0,2,1,1,125979.36,0
15783398,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,0
15649418,776,France,Female,29,7,178171.04,2,1,1,115818.51,0
15604588,850,Spain,Female,38,3,0,2,0,1,179360.76,0
15735428,673,Spain,Female,37,0,0,2,0,0,82351.06,0
15806880,627,Spain,Female,30,6,0,1,1,1,113408.47,0
15754999,570,France,Female,33,8,0,1,1,1,124641.42,0
15781034,796,Spain,Male,67,5,0,2,0,1,54871.02,0
15622017,773,Spain,Female,33,10,0,1,1,1,98820.09,0
15705885,752,Spain,Male,36,2,0,2,1,1,45570.84,0
15677382,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0
15566843,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0
15608387,786,France,Female,29,4,0,2,1,0,103372.79,0
15810786,620,France,Female,67,3,0,2,1,1,43486.73,0
